"city","city_ascii","state_id","state_name","county_fips","county_name","county_fips_all","county_name_all","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"Sprague","Sprague","WA","Washington","53043","Lincoln","53043","Lincoln","47.3048","-117.9713","441","163","polygon","FALSE","TRUE","America/Los_Angeles","3","99032","1840021107"
"Tenino","Tenino","WA","Washington","53067","Thurston","53067","Thurston","46.8537","-122.8607","1830","491","polygon","FALSE","TRUE","America/Los_Angeles","3","98589","1840021144"
"Curlew Lake","Curlew Lake","WA","Washington","53019","Ferry","53019","Ferry","48.7311","-118.6663","573","50","polygon","FALSE","TRUE","America/Los_Angeles","3","99166","1840043278"
"Chain Lake","Chain Lake","WA","Washington","53061","Snohomish","53061","Snohomish","47.9038","-121.9861","4280","156","polygon","FALSE","TRUE","America/Los_Angeles","3","98290","1840041915"
"Rosburg","Rosburg","WA","Washington","53069","Wahkiakum","53069","Wahkiakum","46.3076","-123.6344","385","6","polygon","FALSE","FALSE","America/Los_Angeles","3","98643","1840023878"
"Ashford","Ashford","WA","Washington","53053","Pierce","53053","Pierce","46.7537","-122.0113","162","30","polygon","FALSE","FALSE","America/Los_Angeles","3","98304","1840017363"
"Farmington","Farmington","WA","Washington","53075","Whitman","53075","Whitman","47.0887","-117.0464","154","164","polygon","FALSE","TRUE","America/Los_Angeles","3","99128","1840021140"
"Poulsbo","Poulsbo","WA","Washington","53035","Kitsap","53035","Kitsap","47.7417","-122.6408","10670","869","polygon","FALSE","TRUE","America/Los_Angeles","3","98370","1840019822"
"Creston","Creston","WA","Washington","53043","Lincoln","53043","Lincoln","47.7595","-118.5200","226","212","polygon","FALSE","TRUE","America/Los_Angeles","3","99117","1840021109"
"Centralia","Centralia","WA","Washington","53041","Lewis","53041","Lewis","46.7225","-122.9695","41643.0","883","polygon","FALSE","TRUE","America/Los_Angeles","3","98531","1840018471"
"Erlands Point-Kitsap Lake","Erlands Point-Kitsap Lake","WA","Washington","53035","Kitsap","53035","Kitsap","47.5973","-122.7021","2973","655","polygon","FALSE","TRUE","America/Los_Angeles","3","98312","1840073915"
"Dallesport","Dallesport","WA","Washington","53039","Klickitat","53039","Klickitat","45.6316","-121.1749","1739","99","polygon","FALSE","FALSE","America/Los_Angeles","3","98617 98635","1840018525"
"Fife","Fife","WA","Washington","53053","Pierce","53053","Pierce","47.2328","-122.3518","10154","684","polygon","FALSE","TRUE","America/Los_Angeles","3","98424","1840019853"
"Grayland","Grayland","WA","Washington","53027","Grays Harbor","53027","Grays Harbor","46.8304","-124.0898","756","42","polygon","FALSE","FALSE","America/Los_Angeles","3","98547","1840017360"
"Monroe North","Monroe North","WA","Washington","53061","Snohomish","53061","Snohomish","47.8830","-121.9882","1704","282","polygon","FALSE","TRUE","America/Los_Angeles","3","98290 98272","1840042006"
"Loon Lake","Loon Lake","WA","Washington","53065","Stevens","53065","Stevens","48.0685","-117.6298","784","92","polygon","FALSE","FALSE","America/Los_Angeles","3","99148","1840023998"
"Cashmere","Cashmere","WA","Washington","53007","Chelan","53007","Chelan","47.5175","-120.4671","4864.0","1061","polygon","FALSE","TRUE","America/Los_Angeles","3","98815","1840018368"
"Basin City","Basin City","WA","Washington","53021","Franklin","53021","Franklin","46.5891","-119.1567","1281","155","polygon","FALSE","FALSE","America/Los_Angeles","3","99343","1840017379"
"Arlington Heights","Arlington Heights","WA","Washington","53061","Snohomish","53061","Snohomish","48.2119","-122.0630","2826","129","polygon","FALSE","FALSE","America/Los_Angeles","3","98223","1840037743"
"West Side Highway","West Side Highway","WA","Washington","53015","Cowlitz","53015","Cowlitz","46.1841","-122.9178","5902","901","polygon","FALSE","TRUE","America/Los_Angeles","3","98626 98632","1840037246"
"Elma","Elma","WA","Washington","53027","Grays Harbor","53027","Grays Harbor","47.0055","-123.4112","3092","468","polygon","FALSE","TRUE","America/Los_Angeles","3","98541","1840019844"
"Danville","Danville","WA","Washington","53019","Ferry","53019","Ferry","48.9938","-118.5068","19","41","polygon","FALSE","FALSE","America/Los_Angeles","3","99121","1840037761"
"Geneva","Geneva","WA","Washington","53073","Whatcom","53073","Whatcom","48.7461","-122.4064","2632","958","polygon","FALSE","FALSE","America/Los_Angeles","3","98229","1840017291"
"Edmonds","Edmonds","WA","Washington","53061","Snohomish","53061","Snohomish","47.8114","-122.3533","42209","1829","polygon","FALSE","TRUE","America/Los_Angeles","3","98026 98020","1840037645"
"Vashon","Vashon","WA","Washington","53033","King","53033","King","47.4122","-122.4726","9635","100","polygon","FALSE","FALSE","America/Los_Angeles","3","98070 98013","1840018414"
"Metaline Falls","Metaline Falls","WA","Washington","53051","Pend Oreille","53051","Pend Oreille","48.8616","-117.3706","245","446","polygon","FALSE","TRUE","America/Los_Angeles","3","99153","1840022277"
"Spangle","Spangle","WA","Washington","53063","Spokane","53063","Spokane","47.4299","-117.3812","307","339","polygon","FALSE","TRUE","America/Los_Angeles","3","99031","1840022290"
"Lake Roesiger","Lake Roesiger","WA","Washington","53061","Snohomish","53061","Snohomish","47.9839","-121.9129","657","64","polygon","FALSE","FALSE","America/Los_Angeles","3","98290","1840037853"
"Alderton","Alderton","WA","Washington","53053","Pierce","53053","Pierce","47.1718","-122.2192","3303","240","polygon","FALSE","FALSE","America/Los_Angeles","3","98390 98372 98374","1840037523"
"North Puyallup","North Puyallup","WA","Washington","53053","Pierce","53053","Pierce","47.2015","-122.2742","1848","684","polygon","FALSE","FALSE","America/Los_Angeles","3","98372","1840037690"
"Brewster","Brewster","WA","Washington","53047","Okanogan","53047","Okanogan","48.1034","-119.7751","2343","785","polygon","FALSE","TRUE","America/Los_Angeles","3","98812","1840018359"
"Cosmopolis","Cosmopolis","WA","Washington","53027","Grays Harbor","53027","Grays Harbor","46.9541","-123.7725","1624","452","polygon","FALSE","TRUE","America/Los_Angeles","3","98520 98563 98537","1840018448"
"Inchelium","Inchelium","WA","Washington","53019","Ferry","53019","Ferry","48.3378","-118.2372","413","6","polygon","FALSE","FALSE","America/Los_Angeles","3","99138","1840017307"
"Torboy","Torboy","WA","Washington","53019","Ferry","53019","Ferry","48.6772","-118.6689","48","19","polygon","FALSE","FALSE","America/Los_Angeles","3","99166","1840026090"
"Junction City","Junction City","WA","Washington","53027","Grays Harbor","53027","Grays Harbor","46.9713","-123.7651","10","2","polygon","FALSE","FALSE","America/Los_Angeles","3","98520","1840017362"
"Des Moines","Des Moines","WA","Washington","53033","King","53033","King","47.3914","-122.3154","31238","1875","polygon","FALSE","TRUE","America/Los_Angeles","3","98148 98198","1840018426"
"Lake Stickney","Lake Stickney","WA","Washington","53061","Snohomish","53061","Snohomish","47.8709","-122.2596","9667","2441","polygon","FALSE","FALSE","America/Los_Angeles","2","98087 98204","1840037894"
"Warden","Warden","WA","Washington","53025","Grant","53025","Grant","46.9674","-119.0522","2716.0","366","polygon","FALSE","TRUE","America/Los_Angeles","3","98857","1840021103"
"Clarkston","Clarkston","WA","Washington","53003","Asotin","53003","Asotin","46.4152","-117.0502","7396","1430","polygon","FALSE","TRUE","America/Los_Angeles","3","99403","1840018499"
"Summit View","Summit View","WA","Washington","53053","Pierce","53053","Pierce","47.1343","-122.3468","7421","885","polygon","FALSE","TRUE","America/Los_Angeles","3","98375 98373","1840042106"
"Stanwood","Stanwood","WA","Washington","53061","Snohomish","53061","Snohomish","48.2451","-122.3426","7161.0","937","polygon","FALSE","TRUE","America/Los_Angeles","3","98292","1840021079"
"Altoona","Altoona","WA","Washington","53069","Wahkiakum","53069","Wahkiakum","46.2699","-123.6145","61","4","polygon","FALSE","FALSE","America/Los_Angeles","3","98643","1840023875"
"Indianola","Indianola","WA","Washington","53035","Kitsap","53035","Kitsap","47.7566","-122.5142","3520","258","polygon","FALSE","FALSE","America/Los_Angeles","3","98342 98346 98370","1840017337"
"Sunday Lake","Sunday Lake","WA","Washington","53061","Snohomish","53061","Snohomish","48.2306","-122.2684","666","148","polygon","FALSE","TRUE","America/Los_Angeles","3","98292","1840042107"
"Lakeland North","Lakeland North","WA","Washington","53033","King","53033","King","47.3374","-122.2814","12487","1452","polygon","FALSE","TRUE","America/Los_Angeles","3","98001","1840074254"
"Skokomish","Skokomish","WA","Washington","53045","Mason","53045","Mason","47.3298","-123.1579","755","43","polygon","FALSE","FALSE","America/Los_Angeles","3","98584","1840018433"
"Longbranch","Longbranch","WA","Washington","53053","Pierce","53053","Pierce","47.2257","-122.7739","3236","62","polygon","FALSE","FALSE","America/Los_Angeles","3","98349 98351","1840023835"
"Tampico","Tampico","WA","Washington","53077","Yakima","53077","Yakima","46.5325","-120.8727","465","46","polygon","FALSE","FALSE","America/Los_Angeles","3","98903","1840023857"
"Wenatchee","Wenatchee","WA","Washington","53007","Chelan","53007","Chelan","47.4338","-120.3286","71512.0","1314","polygon","FALSE","TRUE","America/Los_Angeles","3","98801","1840021074"
"Glacier","Glacier","WA","Washington","53073","Whatcom","53073","Whatcom","48.8903","-121.9323","102","13","polygon","FALSE","FALSE","America/Los_Angeles","3","98244","1840017292"
"Bellevue","Bellevue","WA","Washington","53033","King","53033","King","47.5953","-122.1550","144444","1666","polygon","FALSE","TRUE","America/Los_Angeles","2","98004 98005 98006 98007 98008 98009 98015","1840018417"
"University Place","University Place","WA","Washington","53053","Pierce","53053","Pierce","47.2148","-122.5460","33401","1547","polygon","FALSE","TRUE","America/Los_Angeles","3","98466 98467 98464","1840021130"
"Fords Prairie","Fords Prairie","WA","Washington","53041","Lewis","53041","Lewis","46.7461","-123.0029","1812","188","polygon","FALSE","FALSE","America/Los_Angeles","3","98531","1840017377"
"Marblemount","Marblemount","WA","Washington","53057","Skagit","53057","Skagit","48.5378","-121.4346","0","0","polygon","FALSE","FALSE","America/Los_Angeles","3","98267","1840017315"
"Bangor Base","Bangor Base","WA","Washington","53035","Kitsap","53035","Kitsap","47.7227","-122.7146","6358","221","polygon","TRUE","TRUE","America/Los_Angeles","3","98315","1840036750"
"Olympia","Olympia","WA","Washington","53067","Thurston","53067","Thurston","47.0417","-122.8959","196078.0","1092","polygon","FALSE","TRUE","America/Los_Angeles","2","98501 98502 98506 98504 98507 98508 98511","1840019865"
"Minnehaha","Minnehaha","WA","Washington","53011","Clark","53011","Clark","45.6577","-122.6204","11767","2056","polygon","FALSE","FALSE","America/Los_Angeles","2","98661","1840018518"
"Riverbend","Riverbend","WA","Washington","53033","King","53033","King","47.4651","-121.7491","2241","294","polygon","FALSE","FALSE","America/Los_Angeles","3","98045","1840037860"
"Napavine","Napavine","WA","Washington","53041","Lewis","53041","Lewis","46.5844","-122.9007","1893","252","polygon","FALSE","TRUE","America/Los_Angeles","3","98565 98532","1840019884"
"McKenna","McKenna","WA","Washington","53053","Pierce","53053","Pierce","46.9365","-122.5500","978","347","polygon","FALSE","FALSE","America/Los_Angeles","3","98580 98558","1840023836"
"Mansfield","Mansfield","WA","Washington","53017","Douglas","53017","Douglas","47.8119","-119.6380","339","401","polygon","FALSE","TRUE","America/Los_Angeles","3","98830","1840022286"
