"city","city_ascii","state_id","state_name","county_fips","county_name","county_fips_all","county_name_all","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"Tenino","Tenino","WA","Washington","53067","Thurston","53067","Thurston","46.8537","-122.8607","1830","491","polygon","FALSE","TRUE","America/Los_Angeles","3","98589","1840021144"
"Chain Lake","Chain Lake","WA","Washington","53061","Snohomish","53061","Snohomish","47.9038","-121.9861","4280","156","polygon","FALSE","TRUE","America/Los_Angeles","3","98290","1840041915"
"Rosburg","Rosburg","WA","Washington","53069","Wahkiakum","53069","Wahkiakum","46.3076","-123.6344","385","6","polygon","FALSE","FALSE","America/Los_Angeles","3","98643","1840023878"
"Farmington","Farmington","WA","Washington","53075","Whitman","53075","Whitman","47.0887","-117.0464","154","164","polygon","FALSE","TRUE","America/Los_Angeles","3","99128","1840021140"
"Creston","Creston","WA","Washington","53043","Lincoln","53043","Lincoln","47.7595","-118.5200","226","212","polygon","FALSE","TRUE","America/Los_Angeles","3","99117","1840021109"
"Erlands Point-Kitsap Lake","Erlands Point-Kitsap Lake","WA","Washington","53035","Kitsap","53035","Kitsap","47.5973","-122.7021","2973","655","polygon","FALSE","TRUE","America/Los_Angeles","3","98312","1840073915"
"Fife","Fife","WA","Washington","53053","Pierce","53053","Pierce","47.2328","-122.3518","10154","684","polygon","FALSE","TRUE","America/Los_Angeles","3","98424","1840019853"
"Monroe North","Monroe North","WA","Washington","53061","Snohomish","53061","Snohomish","47.8830","-121.9882","1704","282","polygon","FALSE","TRUE","America/Los_Angeles","3","98290 98272","1840042006"
"Cashmere","Cashmere","WA","Washington","53007","Chelan","53007","Chelan","47.5175","-120.4671","4864.0","1061","polygon","FALSE","TRUE","America/Los_Angeles","3","98815","1840018368"
"Arlington Heights","Arlington Heights","WA","Washington","53061","Snohomish","53061","Snohomish","48.2119","-122.0630","2826","129","polygon","FALSE","FALSE","America/Los_Angeles","3","98223","1840037743"
"Elma","Elma","WA","Washington","53027","Grays Harbor","53027","Grays Harbor","47.0055","-123.4112","3092","468","polygon","FALSE","TRUE","America/Los_Angeles","3","98541","1840019844"
"Geneva","Geneva","WA","Washington","53073","Whatcom","53073","Whatcom","48.7461","-122.4064","2632","958","polygon","FALSE","FALSE","America/Los_Angeles","3","98229","1840017291"
"Vashon","Vashon","WA","Washington","53033","King","53033","King","47.4122","-122.4726","9635","100","polygon","FALSE","FALSE","America/Los_Angeles","3","98070 98013","1840018414"
"Spangle","Spangle","WA","Washington","53063","Spokane","53063","Spokane","47.4299","-117.3812","307","339","polygon","FALSE","TRUE","America/Los_Angeles","3","99031","1840022290"
"Alderton","Alderton","WA","Washington","53053","Pierce","53053","Pierce","47.1718","-122.2192","3303","240","polygon","FALSE","FALSE","America/Los_Angeles","3","98390 98372 98374","1840037523"
"Brewster","Brewster","WA","Washington","53047","Okanogan","53047","Okanogan","48.1034","-119.7751","2343","785","polygon","FALSE","TRUE","America/Los_Angeles","3","98812","1840018359"
"Inchelium","Inchelium","WA","Washington","53019","Ferry","53019","Ferry","48.3378","-118.2372","413","6","polygon","FALSE","FALSE","America/Los_Angeles","3","99138","1840017307"
"Junction City","Junction City","WA","Washington","53027","Grays Harbor","53027","Grays Harbor","46.9713","-123.7651","10","2","polygon","FALSE","FALSE","America/Los_Angeles","3","98520","1840017362"
"Lake Stickney","Lake Stickney","WA","Washington","53061","Snohomish","53061","Snohomish","47.8709","-122.2596","9667","2441","polygon","FALSE","FALSE","America/Los_Angeles","2","98087 98204","1840037894"
"Clarkston","Clarkston","WA","Washington","53003","Asotin","53003","Asotin","46.4152","-117.0502","7396","1430","polygon","FALSE","TRUE","America/Los_Angeles","3","99403","1840018499"
